,pid,fid,cid,provid,countyid,urban,intyear,genderm,birthyr,age,b_feed_mon,board_school,verbal,math,school_tut_hrs,comp_tut_hrs,hobby_tut_hrs,int_tut_hrs,parent_child_tut_hrs,other_tut_hrs,fam_member_tut_hrs1,fam_member_tut_hrs2,fam_member_tut_hrs3,fam_member_tut_hrs4,fam_member_tut_hrs5,fam_member_tut_hrs6,fam_member_tut_hrs7,fam_member_tut_hrs8,fam_member_tut_hrs9,fam_member_tut_hrs10,fam_member_tut_hrs11,fam_member_tut_hrs12,fam_member_tut_hrs31,pid_f,pid_m,fid_m,cid_m,provid_m,countyid_m,hhcode_m,urban_m,intyear_m,genderm_m,birthyr_m,age_m,hukou_m,ccp_m,ccp_year_m,marital_m,first_marriage_m,year_married_m,year_divorced_m,salary_m,fid_f,cid_f,provid_f,countyid_f,hhcode_f,urban_f,intyear_f,genderm_f,birthyr_f,age_f,hukou_f,ccp_f,ccp_year_f,marital_f,first_marriage_f,year_married_f,year_divorced_f,salary_f
2662,450170401.0,213278.0,795668.0,45.0,2149.0,1.0,,1.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.5,-8.0,3.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450170103.0,450170431.0,213278.0,795668.0,45.0,2149.0,431.0,1.0,2016.0,0.0,1984.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,213278.0,795668.0,45.0,2149.0,103.0,1.0,2016.0,1.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2673,450172106.0,450172.0,795668.0,45.0,2149.0,1.0,2018.0,0.0,2008.0,10.0,-8.0,0.0,1.0,3.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,3.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,450172101.0,450172104.0,450172.0,795668.0,45.0,2149.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,2006.0,-8.0,-8.0,450172.0,795668.0,45.0,2149.0,101.0,1.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
2663,450172106.0,450172.0,795668.0,45.0,2149.0,1.0,,0.0,2008.0,8.0,12.0,0.0,1.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450172101.0,450172104.0,450172.0,795668.0,45.0,2149.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,,2.0,,,,,450172.0,795668.0,45.0,2149.0,101.0,1.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2674,450172401.0,450172.0,795668.0,45.0,2149.0,1.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,1.0,1.0,-8.0,-8.0,-8.0,,,,,,,,,450172101.0,450172104.0,450172.0,795668.0,45.0,2149.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,2006.0,-8.0,-8.0,450172.0,795668.0,45.0,2149.0,101.0,1.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
2664,450172401.0,450172.0,795668.0,45.0,2149.0,1.0,,0.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450172101.0,450172104.0,450172.0,795668.0,45.0,2149.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,,2.0,,,,,450172.0,795668.0,45.0,2149.0,101.0,1.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2675,450172551.0,450172.0,795668.0,45.0,2149.0,1.0,2018.0,0.0,2016.0,2.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450172101.0,450172104.0,450172.0,795668.0,45.0,2149.0,104.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,2006.0,-8.0,-8.0,450172.0,795668.0,45.0,2149.0,101.0,1.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
2665,450172551.0,450172.0,795668.0,45.0,2149.0,1.0,,0.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450172101.0,450172104.0,450172.0,795668.0,45.0,2149.0,104.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,,2.0,,,,,450172.0,795668.0,45.0,2149.0,101.0,1.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2676,450173503.0,450173.0,795668.0,45.0,2149.0,1.0,2018.0,1.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450173106.0,450173501.0,450173.0,795668.0,45.0,2149.0,501.0,1.0,2018.0,0.0,-8.0,27.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450173.0,795668.0,45.0,2149.0,106.0,1.0,2018.0,1.0,1990.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2666,450173503.0,450173.0,795668.0,45.0,2149.0,1.0,,1.0,2014.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450173106.0,450173501.0,450173.0,795668.0,45.0,2149.0,501.0,1.0,2016.0,0.0,1991.0,25.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450173.0,795668.0,45.0,2149.0,106.0,1.0,2016.0,1.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2677,450179502.0,450179.0,795668.0,45.0,2149.0,1.0,2018.0,0.0,2013.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,2.0,4.0,1.0,-8.0,,,,,,,,,450179104.0,450179501.0,450179.0,795668.0,45.0,2149.0,501.0,1.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1800.0,450179.0,795668.0,45.0,2149.0,104.0,1.0,2018.0,1.0,1983.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2667,450179502.0,450179.0,795668.0,45.0,2149.0,1.0,,0.0,2013.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450179104.0,450179501.0,450179.0,795668.0,45.0,2149.0,501.0,1.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450179.0,795668.0,45.0,2149.0,104.0,1.0,2016.0,1.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
2678,450179551.0,450179.0,795668.0,45.0,2149.0,1.0,2018.0,1.0,2016.0,2.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450179104.0,450179501.0,450179.0,795668.0,45.0,2149.0,501.0,1.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1800.0,450179.0,795668.0,45.0,2149.0,104.0,1.0,2018.0,1.0,1983.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2668,450179551.0,450179.0,795668.0,45.0,2149.0,1.0,,1.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450179104.0,450179501.0,450179.0,795668.0,45.0,2149.0,501.0,1.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450179.0,795668.0,45.0,2149.0,104.0,1.0,2016.0,1.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
2669,450184105.0,450184.0,-9.0,45.0,2149.0,-9.0,2016.0,1.0,2005.0,11.0,-8.0,0.0,3.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450184102.0,450184103.0,450184.0,-9.0,45.0,2149.0,103.0,-9.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450184.0,-9.0,45.0,2149.0,102.0,-9.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2679,450184105.0,450184.0,795590.0,45.0,2149.0,1.0,2018.0,1.0,2005.0,13.0,10.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450184102.0,450184103.0,450184.0,795590.0,45.0,2149.0,103.0,1.0,2018.0,0.0,1982.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450184.0,795590.0,45.0,2149.0,102.0,1.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2680,450184106.0,450184.0,795590.0,45.0,2149.0,1.0,2018.0,0.0,2009.0,9.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450184102.0,450184103.0,450184.0,795590.0,45.0,2149.0,103.0,1.0,2018.0,0.0,1982.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450184.0,795590.0,45.0,2149.0,102.0,1.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2670,450184106.0,450184.0,-9.0,45.0,2149.0,-9.0,,0.0,2009.0,7.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450184102.0,450184103.0,450184.0,-9.0,45.0,2149.0,103.0,-9.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450184.0,-9.0,45.0,2149.0,102.0,-9.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2681,450187104.0,440795.0,795751.0,45.0,9878.0,1.0,2018.0,1.0,2008.0,10.0,-8.0,0.0,2.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,440795432.0,440795431.0,440795.0,795751.0,45.0,9878.0,431.0,1.0,2018.0,0.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2800.0,440795.0,795751.0,45.0,9878.0,432.0,1.0,2018.0,1.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2671,450187104.0,440795.0,795751.0,45.0,9878.0,1.0,,1.0,2008.0,8.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,440795432.0,440795431.0,440795.0,795751.0,45.0,9878.0,431.0,1.0,2016.0,0.0,1984.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,440795.0,795751.0,45.0,9878.0,432.0,1.0,2016.0,1.0,1984.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2682,450198106.0,450198.0,795582.0,45.0,2149.0,0.0,2018.0,1.0,2008.0,10.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450198102.0,450198101.0,450198.0,795582.0,45.0,2149.0,101.0,0.0,2018.0,0.0,-8.0,52.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450198.0,795582.0,45.0,2149.0,102.0,0.0,2018.0,1.0,1965.0,53.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2672,450198106.0,450198.0,795582.0,45.0,2149.0,0.0,,1.0,2008.0,8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450198102.0,450198101.0,450198.0,795582.0,45.0,2149.0,101.0,0.0,2016.0,0.0,1966.0,50.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450198.0,795582.0,45.0,2149.0,102.0,0.0,2016.0,1.0,1965.0,51.0,1.0,0.0,-8.0,2.0,-8.0,1988.0,-8.0,-8.0
2673,450206107.0,450206.0,795582.0,45.0,2149.0,0.0,2016.0,1.0,2006.0,10.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450206103.0,450206110.0,252615.0,308234.0,44.0,2093.0,110.0,0.0,2017.0,0.0,1981.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4200.0,252615.0,308234.0,44.0,2093.0,103.0,0.0,2017.0,1.0,1981.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5200.0
2683,450206107.0,450206.0,795582.0,45.0,2149.0,0.0,2018.0,1.0,2006.0,12.0,9.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450206103.0,450206110.0,252615.0,308234.0,44.0,2093.0,110.0,0.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0,252615.0,308234.0,44.0,2093.0,103.0,0.0,2018.0,1.0,1981.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6000.0
2684,450206109.0,450206.0,795582.0,45.0,2149.0,0.0,2018.0,0.0,2010.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450206103.0,450206110.0,252615.0,308234.0,44.0,2093.0,110.0,0.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0,252615.0,308234.0,44.0,2093.0,103.0,0.0,2018.0,1.0,1981.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6000.0
2674,450206109.0,450206.0,795582.0,45.0,2149.0,0.0,,0.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450206103.0,450206110.0,252615.0,308234.0,44.0,2093.0,110.0,0.0,2017.0,0.0,1981.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4200.0,252615.0,308234.0,44.0,2093.0,103.0,0.0,2017.0,1.0,1981.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5200.0
582,450211401.0,173257.0,795574.0,45.0,166.0,1.0,2018.0,0.0,2010.0,8.0,-8.0,0.0,3.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450211103.0,450211104.0,173257.0,795574.0,45.0,166.0,104.0,1.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,173257.0,795574.0,45.0,166.0,103.0,1.0,2018.0,1.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
583,450211401.0,173257.0,795574.0,45.0,166.0,1.0,,0.0,2010.0,6.0,7.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450211103.0,450211104.0,173257.0,795574.0,45.0,166.0,104.0,1.0,2016.0,0.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,173257.0,795574.0,45.0,166.0,103.0,1.0,2016.0,1.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2675,450212104.0,450212.0,795582.0,45.0,2149.0,0.0,2016.0,0.0,2004.0,12.0,-8.0,0.0,3.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450212102.0,450212101.0,450212.0,795582.0,45.0,2149.0,101.0,0.0,2016.0,0.0,1975.0,41.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450212.0,795582.0,45.0,2149.0,102.0,0.0,2016.0,1.0,1967.0,49.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2685,450212104.0,450212.0,795582.0,45.0,2149.0,0.0,2018.0,0.0,2004.0,14.0,8.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450212102.0,450212101.0,450212.0,795582.0,45.0,2149.0,101.0,0.0,2018.0,0.0,-8.0,43.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450212.0,795582.0,45.0,2149.0,102.0,0.0,2018.0,1.0,1967.0,51.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2686,450213501.0,450213.0,795598.0,45.0,2149.0,1.0,2018.0,1.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,6.0,7.0,-8.0,-8.0,-8.0,,,,,,,,,450213103.0,450213431.0,450213.0,795598.0,45.0,2149.0,431.0,1.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,450213.0,795598.0,45.0,2149.0,103.0,1.0,2018.0,1.0,1987.0,31.0,,0.0,-8.0,2.0,-8.0,2012.0,-8.0,3500.0
2676,450213501.0,450213.0,795598.0,45.0,2149.0,1.0,,1.0,2012.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450213103.0,450213431.0,450213.0,795598.0,45.0,2149.0,431.0,1.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1250.0,450213.0,795582.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,,2.0,,,,
2687,450213571.0,450213.0,795598.0,45.0,2149.0,1.0,2018.0,0.0,2015.0,3.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450213103.0,450213431.0,450213.0,795598.0,45.0,2149.0,431.0,1.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,450213.0,795598.0,45.0,2149.0,103.0,1.0,2018.0,1.0,1987.0,31.0,,0.0,-8.0,2.0,-8.0,2012.0,-8.0,3500.0
2677,450213571.0,450213.0,795598.0,45.0,2149.0,1.0,,0.0,2015.0,1.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450213103.0,450213431.0,450213.0,795598.0,45.0,2149.0,431.0,1.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1250.0,450213.0,795582.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,,2.0,,,,
2688,450214109.0,450214.0,795582.0,45.0,2149.0,0.0,2018.0,1.0,2010.0,8.0,-8.0,0.0,-1.0,-1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450214103.0,450214105.0,450214.0,795582.0,45.0,2149.0,105.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,450214.0,795582.0,45.0,2149.0,103.0,0.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,750.0
2678,450214109.0,450214.0,795582.0,45.0,2149.0,0.0,,1.0,2010.0,6.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450214103.0,450214105.0,450214.0,795582.0,45.0,2149.0,105.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450214.0,795582.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2679,450215106.0,450215.0,795582.0,45.0,2149.0,0.0,2016.0,1.0,2004.0,12.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450215102.0,450215101.0,450215.0,795582.0,45.0,2149.0,101.0,0.0,2016.0,0.0,1970.0,46.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450215.0,795582.0,45.0,2149.0,102.0,0.0,2016.0,1.0,1968.0,48.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2689,450215106.0,450215.0,795582.0,45.0,2149.0,0.0,2018.0,1.0,2004.0,14.0,17.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450215102.0,450215101.0,450215.0,795582.0,45.0,2149.0,101.0,0.0,2018.0,0.0,-8.0,48.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450215.0,795582.0,45.0,2149.0,102.0,0.0,2018.0,1.0,-8.0,50.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
992,450215521.0,291412.0,795599.0,45.0,2149.0,0.0,2018.0,0.0,2013.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,291412551.0,450215103.0,291412.0,795599.0,45.0,2149.0,103.0,0.0,2018.0,0.0,-8.0,23.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,291412.0,795599.0,45.0,2149.0,551.0,0.0,2018.0,1.0,-8.0,22.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
987,450215521.0,291412.0,795599.0,45.0,2149.0,0.0,,0.0,2013.0,3.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,291412551.0,450215103.0,291412.0,795599.0,45.0,2149.0,103.0,0.0,2016.0,0.0,1995.0,21.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,291412.0,795599.0,45.0,2149.0,551.0,0.0,2016.0,1.0,1996.0,20.0,-8.0,0.0,-8.0,2.0,1.0,2014.0,-8.0,2500.0
2690,450218552.0,450218.0,795582.0,45.0,2149.0,0.0,2018.0,0.0,2015.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450218103.0,450218551.0,450218.0,795582.0,45.0,2149.0,551.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1500.0,450218.0,795582.0,45.0,2149.0,103.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0
2680,450218552.0,450218.0,795582.0,45.0,2149.0,0.0,,0.0,2015.0,1.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450218103.0,450218551.0,450218.0,795582.0,45.0,2149.0,551.0,0.0,2016.0,0.0,1986.0,30.0,-8.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450218.0,795582.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2681,450224106.0,450224.0,795582.0,45.0,2149.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,0.0,2.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450224103.0,450224104.0,450224.0,795582.0,45.0,2149.0,104.0,0.0,2016.0,0.0,1977.0,39.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450224.0,795582.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1973.0,43.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
