,pid,fid,cid,provid,countyid,urban,intyear,genderm,birthyr,age,b_feed_mon,board_school,verbal,math,school_tut_hrs,comp_tut_hrs,hobby_tut_hrs,int_tut_hrs,parent_child_tut_hrs,other_tut_hrs,fam_member_tut_hrs1,fam_member_tut_hrs2,fam_member_tut_hrs3,fam_member_tut_hrs4,fam_member_tut_hrs5,fam_member_tut_hrs6,fam_member_tut_hrs7,fam_member_tut_hrs8,fam_member_tut_hrs9,fam_member_tut_hrs10,fam_member_tut_hrs11,fam_member_tut_hrs12,fam_member_tut_hrs31,pid_f,pid_m,fid_m,cid_m,provid_m,countyid_m,hhcode_m,urban_m,intyear_m,genderm_m,birthyr_m,age_m,hukou_m,ccp_m,ccp_year_m,marital_m,first_marriage_m,year_married_m,year_divorced_m,salary_m,fid_f,cid_f,provid_f,countyid_f,hhcode_f,urban_f,intyear_f,genderm_f,birthyr_f,age_f,hukou_f,ccp_f,ccp_year_f,marital_f,first_marriage_f,year_married_f,year_divorced_f,salary_f
326,130890571.0,236989.0,-9.0,-9.0,-9.0,-9.0,,1.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,236989551.0,130890106.0,236989.0,105657.0,13.0,246.0,106.0,1.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,236989.0,105657.0,13.0,260.0,551.0,1.0,2016.0,1.0,1991.0,25.0,-8.0,1.0,2012.0,2.0,-8.0,-8.0,-8.0,4000.0
327,130891501.0,130891.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2013.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130891101.0,130891431.0,130891.0,118800.0,13.0,46.0,431.0,0.0,2018.0,0.0,,37.0,,0.0,,,,,,,130891.0,118800.0,13.0,46.0,101.0,0.0,2018.0,1.0,-8.0,50.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
327,130891501.0,130891.0,118800.0,13.0,46.0,0.0,,0.0,2013.0,3.0,12.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130891101.0,130891431.0,130891.0,118800.0,13.0,46.0,431.0,0.0,2016.0,0.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130891.0,118800.0,13.0,46.0,101.0,0.0,2016.0,1.0,1968.0,48.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
328,130892105.0,130892.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2008.0,10.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130892103.0,130892104.0,130892.0,118800.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,130892.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
328,130892105.0,130892.0,118800.0,13.0,46.0,0.0,,0.0,2008.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130892103.0,130892104.0,130892.0,118800.0,13.0,46.0,104.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,130892.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
329,130892401.0,130892.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130892103.0,130892104.0,130892.0,118800.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,130892.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
329,130892401.0,130892.0,118800.0,13.0,46.0,0.0,,0.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130892103.0,130892104.0,130892.0,118800.0,13.0,46.0,104.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,130892.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
330,130892551.0,130892.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2015.0,3.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130892103.0,130892104.0,130892.0,118800.0,13.0,46.0,104.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,130892.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
330,130892551.0,130892.0,118800.0,13.0,46.0,0.0,,1.0,2015.0,1.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130892103.0,130892104.0,130892.0,118800.0,13.0,46.0,104.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,130892.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
331,130893106.0,130893.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2008.0,10.0,-8.0,1.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130893104.0,130893105.0,130893.0,118800.0,13.0,46.0,105.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1400.0,130893.0,118800.0,13.0,46.0,104.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
331,130893106.0,130893.0,118800.0,13.0,46.0,0.0,,1.0,2008.0,8.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130893104.0,130893105.0,130893.0,118800.0,13.0,46.0,105.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130893.0,118800.0,13.0,46.0,104.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
332,130893401.0,130893.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,1.0,3.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130893104.0,130893105.0,130893.0,118800.0,13.0,46.0,105.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1400.0,130893.0,118800.0,13.0,46.0,104.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
332,130893401.0,130893.0,118800.0,13.0,46.0,0.0,,0.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130893104.0,130893105.0,130893.0,118800.0,13.0,46.0,105.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130893.0,118800.0,13.0,46.0,104.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
333,130894401.0,130894.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2010.0,8.0,-8.0,1.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,7.0,1.0,-8.0,-8.0,,,,,,,,,130894101.0,130894106.0,130894.0,118800.0,13.0,46.0,106.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1400.0,130894.0,118800.0,13.0,46.0,101.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
333,130894401.0,130894.0,118800.0,13.0,46.0,0.0,,1.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130894101.0,130894106.0,130894.0,118800.0,13.0,46.0,106.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130894.0,118800.0,13.0,46.0,101.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
334,130894551.0,130894.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130894101.0,130894106.0,130894.0,118800.0,13.0,46.0,106.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1400.0,130894.0,118800.0,13.0,46.0,101.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
334,130894551.0,130894.0,118800.0,13.0,46.0,0.0,,1.0,2014.0,2.0,18.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130894101.0,130894106.0,130894.0,118800.0,13.0,46.0,106.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130894.0,118800.0,13.0,46.0,101.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
335,130896521.0,101129.0,118800.0,13.0,46.0,0.0,,1.0,2013.0,3.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130896107.0,101129501.0,101129.0,118800.0,13.0,46.0,501.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,101129.0,118800.0,13.0,46.0,107.0,0.0,2016.0,1.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
336,130897104.0,130897.0,118800.0,13.0,46.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,1.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130897431.0,130897432.0,130897.0,118800.0,13.0,46.0,432.0,0.0,2016.0,0.0,1970.0,46.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130897.0,118800.0,13.0,46.0,431.0,0.0,2016.0,1.0,1973.0,43.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2200.0
335,130897104.0,130897.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2003.0,15.0,12.0,1.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130897431.0,130897432.0,130897.0,118800.0,13.0,46.0,432.0,0.0,2018.0,0.0,-8.0,48.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130897.0,118800.0,13.0,46.0,431.0,0.0,2018.0,1.0,-8.0,45.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
337,130898103.0,130898.0,118800.0,13.0,46.0,0.0,2016.0,1.0,2003.0,13.0,-8.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130898102.0,130898101.0,130898.0,118800.0,13.0,46.0,101.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130898.0,118800.0,13.0,46.0,102.0,0.0,2016.0,1.0,1977.0,39.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
336,130898103.0,130898.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2003.0,15.0,12.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130898102.0,130898101.0,130898.0,118800.0,13.0,46.0,101.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130898.0,118800.0,13.0,46.0,102.0,0.0,2018.0,1.0,-8.0,41.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
338,130898104.0,130898.0,118800.0,13.0,46.0,0.0,2016.0,0.0,2006.0,10.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130898102.0,130898101.0,130898.0,118800.0,13.0,46.0,101.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130898.0,118800.0,13.0,46.0,102.0,0.0,2016.0,1.0,1977.0,39.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
337,130898104.0,130898.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2006.0,12.0,12.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0.5,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130898102.0,130898101.0,130898.0,118800.0,13.0,46.0,101.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130898.0,118800.0,13.0,46.0,102.0,0.0,2018.0,1.0,-8.0,41.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
338,130899104.0,130899.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2010.0,8.0,-8.0,0.0,3.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130899102.0,130899101.0,130899.0,118800.0,13.0,46.0,101.0,0.0,2018.0,0.0,-8.0,40.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130899.0,118800.0,13.0,46.0,102.0,0.0,2018.0,1.0,-8.0,40.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
339,130899104.0,130899.0,118800.0,13.0,46.0,0.0,,1.0,2010.0,6.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130899102.0,130899101.0,130899.0,118800.0,13.0,46.0,101.0,0.0,2016.0,0.0,1978.0,38.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130899.0,118800.0,13.0,46.0,102.0,0.0,2016.0,1.0,1978.0,38.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
340,130900106.0,130900.0,118800.0,13.0,46.0,0.0,2016.0,1.0,2006.0,10.0,-8.0,0.0,3.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130900105.0,130900103.0,130900.0,118800.0,13.0,46.0,103.0,0.0,2016.0,0.0,1985.0,31.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130900.0,118800.0,13.0,46.0,105.0,0.0,2016.0,1.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
339,130900106.0,130900.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2006.0,12.0,8.0,1.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130900105.0,130900103.0,130900.0,118800.0,13.0,46.0,103.0,0.0,2018.0,0.0,-8.0,33.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,130900.0,118800.0,13.0,46.0,105.0,0.0,2018.0,1.0,-8.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
340,130900501.0,130900.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130900105.0,130900103.0,130900.0,118800.0,13.0,46.0,103.0,0.0,2018.0,0.0,-8.0,33.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,130900.0,118800.0,13.0,46.0,105.0,0.0,2018.0,1.0,-8.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
341,130900501.0,130900.0,118800.0,13.0,46.0,0.0,,1.0,2014.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130900105.0,130900103.0,130900.0,118800.0,13.0,46.0,103.0,0.0,2016.0,0.0,1985.0,31.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130900.0,118800.0,13.0,46.0,105.0,0.0,2016.0,1.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
341,130901106.0,557040.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2009.0,9.0,-8.0,0.0,3.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130901103.0,130901105.0,557040.0,118800.0,13.0,46.0,105.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,557040.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
342,130901106.0,130901.0,118800.0,13.0,46.0,0.0,,1.0,2009.0,7.0,-8.0,0.0,2.0,1.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130901103.0,130901105.0,130901.0,118800.0,13.0,46.0,105.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130901.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
342,130901501.0,557040.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2013.0,5.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130901103.0,130901105.0,557040.0,118800.0,13.0,46.0,105.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,557040.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
343,130901501.0,130901.0,118800.0,13.0,46.0,0.0,,1.0,2013.0,3.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130901103.0,130901105.0,130901.0,118800.0,13.0,46.0,105.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130901.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
343,130902105.0,130902.0,118800.0,13.0,46.0,0.0,2018.0,1.0,2007.0,11.0,-8.0,0.0,3.0,2.0,2.0,-8.0,2.0,-8.0,-8.0,-8.0,15.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130902103.0,130902106.0,130902.0,118800.0,13.0,46.0,106.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130902.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
344,130902105.0,130902.0,118800.0,13.0,46.0,0.0,,1.0,2007.0,9.0,-8.0,0.0,2.0,2.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130902103.0,130902106.0,130902.0,118800.0,13.0,46.0,106.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130902.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-1.0,-8.0,-8.0
344,130902401.0,130902.0,-9.0,13.0,46.0,1.0,2018.0,1.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130902103.0,130902106.0,130902.0,118800.0,13.0,46.0,106.0,0.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130902.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
345,130902401.0,130902.0,118800.0,13.0,46.0,0.0,,1.0,2011.0,5.0,12.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130902103.0,130902106.0,130902.0,118800.0,13.0,46.0,106.0,0.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130902.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-1.0,-8.0,-8.0
346,130904531.0,130904.0,118800.0,13.0,46.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130904103.0,130904101.0,130904.0,118800.0,13.0,46.0,101.0,0.0,2016.0,0.0,1971.0,45.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130904.0,118800.0,13.0,46.0,103.0,0.0,2016.0,1.0,1973.0,43.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
345,130904531.0,130904.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2003.0,15.0,1.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130904103.0,130904101.0,130904.0,118800.0,13.0,46.0,101.0,0.0,2018.0,0.0,-8.0,47.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,130904.0,118800.0,13.0,46.0,103.0,0.0,2018.0,1.0,-8.0,45.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
346,130906401.0,130906.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,2.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,7.0,-8.0,-8.0,-8.0,,,,,,,,,130906104.0,130906105.0,130906.0,118800.0,13.0,46.0,105.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2100.0,130906.0,118800.0,13.0,46.0,104.0,0.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
347,130906401.0,130906.0,118800.0,13.0,46.0,0.0,,0.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,130906104.0,130906105.0,130906.0,118800.0,13.0,46.0,105.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2300.0,130906.0,118800.0,13.0,46.0,104.0,0.0,2016.0,1.0,1989.0,27.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
347,130906502.0,130906.0,118800.0,13.0,46.0,0.0,2018.0,0.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,130906104.0,130906105.0,130906.0,118800.0,13.0,46.0,105.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2100.0,130906.0,118800.0,13.0,46.0,104.0,0.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
